,background,justClass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,weapons,castingStat,processedRace,processedSpells,processedWeapons,levelGroup,Acrobatics,Animal Handling,Arcana,Athletics,Deception,History,Insight,Intimidation,Investigation,Medicine,Nature,Perception,Performance,Persuasion,Religion,Sleight of Hand,Stealth,Survival,castCha,castInt,castWis,castCon,castDex,castStr,simpleWeapon,martialWeapon,rangedWeapon,num_feats,num_spells,multiClass
66,Clan Crafter,Artificer,2,,12,15,7,16,10,11,12,16,Sleight of Hand|History|Investigation|Insight|Perception|Survival,"Mace|Dart|Crossbow Of Repeating Shot, light",Int,Lizardfolk,Spare the Dying*0|Grease*1|Catapult*1,"Mace|Dart|Crossbow, Light",1-3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,3,0
67,Noble,Sorcerer,1,,7,11,12,13,13,11,13,20,Arcana|History|Deception|Persuasion,Quarterstaff|Dagger,Cha,Aasimar,Prestidigitation*0|Mage Hand*0|Minor Illusion*0|Message*0|Chaos Bolt*1|Thunderwave*1,Quarterstaff|Dagger,1-3,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0
68,Clan Crafter,Artificer,10,,117,20,17,14,20,20,10,10,Arcana|History|Investigation|Insight,Handaxe,Int,Genasi,Acid Splash*0|Ray of Frost*0|Fire Bolt*0|Produce Flame*0|Shield*1|Thunderwave*1|Burning Hands*1|Faerie Fire*1|False Life*1|Cure Wounds*1|Detect Magic*1|Scorching Ray*2|*|Heat Metal*2|Lesser Restoration*2|Enhance Ability*2|Fireball*3|Wind Wall*3|Dispel Magic*3|Protection from Energy*3|Haste*3,Handaxe,8-11,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,21,0
69,Charlatan,Bard,6,War Caster,39,17,8,16,13,12,10,16,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance,Rapier|Dagger,Cha,Tabaxi,Mage Hand*0|Thunderclap*0|Vicious Mockery*0|Cure Wounds*1|Dissonant Whispers*1|Healing Word*1|Tasha's Hideous Laughter*1|Invisibility*2|Shatter*2|Suggestion*2|Dispel Magic*3|Leomund's Tiny Hut*3,Rapier|Dagger,4-7,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,12,0
70,City Watch,Barbarian,7,,75,17,18,14,16,8,10,10,Athletics|Nature|Insight|Perception|Survival|Intimidation,Blood Spear|Greatsword,Int,Half-Orc,,Spear|Greatsword,4-7,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
71,City Watch,Barbarian,1,,15,14,16,13,16,8,12,10,Athletics|Insight|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,Int,Half-Orc,,Greataxe|Handaxe|Javelin,1-3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
72,Far Traveler,Warlock,6,,39,15,10,16,12,9,12,18,Nature|Insight|Perception|Persuasion,Dagger|Double scimitar|Longsword|Greataxe|Greatsword,Cha,Eladrin,,Dagger|Scimitar|Longsword|Greataxe|Greatsword,4-7,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
73,Criminal,Rogue,4,Inspiring Leader,31,12,8,15,12,13,10,17,Sleight of Hand|Stealth|Investigation|Insight|Deception|Intimidation|Persuasion,Shortsword|Shortbow|Dagger,Int,Changeling,,Shortsword|Shortbow|Dagger,4-7,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0
74,Smuggler,Wizard,2,,12,13,10,16,13,16,8,12,Athletics|Arcana|Insight|Perception|Deception|Performance,Dagger,Int,Elf,Mage Hand*0|*|Dancing Lights*0|Message*0|Detect Magic*1|Comprehend Languages*1|Find Familiar*1|Mage Armor*1|Shield*1|*|Expeditious Retreat*1|Identify*1,Dagger,1-3,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12,0
75,City Watch,Paladin,1,,9,17,13,12,15,13,12,13,Athletics|Insight|Perception|Intimidation,Javelin|Maul,Cha,Leonin,,Javelin|Maul,1-3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
76,City Watch,Paladin,1,,9,17,13,12,15,13,12,13,Athletics|Insight|Perception|Intimidation,Javelin|Maul,Cha,Leonin,,Javelin|Maul,1-3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
77,Soldier,Cleric,17,Magic Initiate|War Caster|Resilient,156,20,11,14,19,12,20,12,Athletics|Arcana|Religion|Insight|Perception|Intimidation,"Mace|Crossbow, light|Shilelag|Shillelagh + GfB/BoomBld",Wis,Human,Shillelagh*0|Shape Water*0|Booming Blade*0|Green-Flame Blade*0|Toll the Dead*0|Sacred Flame*0|Light*0|Guidance*0|Word of Radiance*0|Detect Magic*1|Magic Missile*1|Faerie Fire*1|Bless*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|*|Shield of Faith*1|Sanctuary*1|Magic Weapon*2|Nystul's Magic Aura*2|Prayer of Healing*2|Spiritual Weapon*2|Gentle Repose*2|Lesser Restoration*2|Dispel Magic*3|Magic Circle*3|Spirit Guardians*3|Mass Healing Word*3|Revivify*3|Bestow Curse*3|Arcane Eye*4|*|Freedom of Movement*4|Death Ward*4|Banishment*4|Planar Binding*5|Teleportation Circle*5|Greater Restoration*5|Mass Cure Wounds*5|Flame Strike*5|Holy Weapon*5|Commune*5|Heal*6|Heroes' Feast*6|Contingency*6|True Seeing*6|Word of Recall*6|Plane Shift*7|Regenerate*7|Resurrection*7|Simulacrum*7|Holy Aura*8|Illusory Dragon*8|Mass Heal*9|True Resurrection*9|Foresight*9,"Mace|Crossbow, Light||",16-18,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,57,0
78,Noble,Warlock,1,,8,14,8,16,13,10,12,16,History|Perception|Deception|Intimidation|Persuasion,"Crossbow, light|Dagger",Cha,Eladrin,,"Crossbow, Light|Dagger",1-3,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
79,Soldier,Barbarian,1,,16,17,18,16,18,12,14,14,Athletics|Perception|Survival|Intimidation,Glaive|Spear|Javelin,Int,Aasimar,,Glaive|Spear|Javelin,1-3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
80,Soldier,Paladin,3,,30,21,14,12,11,14,12,18,Athletics|Insight|Intimidation|Persuasion,Battleaxe|Javelin|Sling,Cha,Yaun-Ti,*|Command*1,Battleaxe|Javelin|Sling,1-3,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0
81,Haunted One,Cleric,1,,9,15,15,16,13,12,10,9,Investigation|Perception,Mace,Wis,Elf,Faerie Fire*1|Sleep*1,Mace,1-3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
82,Archaeologist,Barbarian,10,Magic Initiate|Savage Attacker|Metamagic Adept,104,20,15,13,16,9,11,12,Athletics|History|Nature|Animal Handling|Perception|Survival|Intimidation,+2 Rage Warhammer|+2 Crit Rage Warhammer|+2 Warhammer|Handaxe|Javelin,Con,Human,Light*0|Mold Earth*0|Chaos Bolt*1,Warhammer|Warhammer|Warhammer|Handaxe|Javelin,8-11,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3,3,0
83,Urchin,Fighter,2,,22,17,10,20,17,10,16,17,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception,"Crossbow, Hand",Int,Half-Elf,,"Crossbow, hand",1-3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
84,Entertainer,Barbarian,2,,27,18,20,16,20,10,10,15,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Intimidation,Glaive|Javelin|Javelin,Int,Bugbear,,Glaive|Javelin|Javelin,1-3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
85,Hermit,Monk,5,Observant,45,18,15,11,13,10,12,12,Athletics|Religion|Insight|Medicine|Survival,Greatclub|Dart|Unarmed Strike,Int,Turtle,,Greatclub|Dart|Unarmed Strike,4-7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
86,Clan Crafter,Artificer,3,,28,16,10,13,17,16,12,10,Arcana|History|Investigation|Insight|Perception,"Handaxe|Crossbow, light|Spear",Int,Warforged,Mending*0|Sword Burst*0|Magic Missile*1|Thunderwave*1|Absorb Elements*1|Cure Wounds*1|Faerie Fire*1|Feather Fall*1|Sanctuary*1|*,"Handaxe|Crossbow, Light|Spear",1-3,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,0
87,Sage,Warlock,5,,41,14,10,10,10,13,16,17,Arcana|History,"Dagger|Crossbow, Light",Cha,Tiefling,Mage Hand*0|Sacred Flame*0|Eldritch Blast*0|*|Thaumaturgy*0|*|Hex*1|Witch Bolt*1|Invisibility*2,"Dagger|Crossbow, Light",4-7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0
88,Acolyte,Monk,3,,27,15,10,16,16,10,14,8,Athletics|Acrobatics|Stealth|Insight|Perception,Shortsword|Dart|Unarmed strike,Int,Elf,,Shortsword|Dart|Unarmed Strike,1-3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
89,Charlatan,Warlock,3,,24,13,8,14,14,10,13,16,Sleight of Hand|Perception|Deception,"Crossbow, light|Dagger",Cha,Elf,,"Crossbow, Light|Dagger",1-3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
90,Guild Artisan,Wizard,3,,17,12,10,14,13,16,12,10,Arcana|Investigation|Insight|Persuasion,Quarterstaff,Int,Half-Elf,,Quarterstaff,1-3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
91,Criminal,Rogue,3,,21,14,8,17,13,13,14,10,Athletics|Acrobatics|Sleight of Hand|Stealth|Nature|Perception|Survival|Deception|Persuasion,Shortsword|Shortbow|Dagger,Int,Tabaxi,,Shortsword|Shortbow|Dagger,1-3,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0
92,Criminal,Rogue,4,Inspiring Leader,34,13,8,16,12,14,10,16,Stealth|Investigation|Insight|Deception|Intimidation|Persuasion,Shortsword|Shortbow|Dagger,Int,Half-Elf,,Shortsword|Shortbow|Dagger,4-7,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
93,Acolyte,Warlock,1,Polearm Master,5,14,13,16,10,8,12,18,History|Investigation|Religion|Insight|Perception,Dagger|Dagger,Cha,Human,,Dagger|Dagger,1-3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
94,Outlander,Fighter,12,Lucky,104,18,12,19,17,11,12,18,Athletics|Acrobatics|Survival|Intimidation,Pistol|Pistol|Dagger|Dagger|Musket,Int,Dwarf,,||Dagger|Dagger|,12-15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
95,Fisher,Ranger,3,,31,14,13,16,16,11,14,11,History|Investigation|Nature|Animal Handling|Survival|Performance,"Handaxe|Crossbow, Heavy",Wis,Warforged,Animal Friendship*1|Entangle*1|Protection from Evil and Good*1|Zephyr Strike*1,"Handaxe|Crossbow, Heavy",1-3,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4,0
96,Courtier,Cleric,8,War Caster,59,18,10,12,14,10,18,14,History|Insight|Medicine|Performance|Persuasion,"Mace|Crossbow, light",Wis,,Heroism*1|Sanctuary*1|Aid*2|Warding Bond*2|Beacon of Hope*3|Sending*3|Aura of Purity*4|*,"Mace|Crossbow, Light",8-11,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8,0
97,Smuggler,Wizard,1,,5,13,10,16,13,16,8,12,Athletics|Arcana|Insight|Perception|Deception,Dagger,Int,Elf,Mage Hand*0|*|Dancing Lights*0|Detect Magic*1|Comprehend Languages*1|Find Familiar*1|Mage Armor*1|Shield*1|*,Dagger,1-3,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0
98,Mercenary Veteran,Warlock,5,,44,12,4,14,15,14,14,20,Athletics|Arcana|Investigation|Persuasion,Dagger,Cha,Tiefling,,Dagger,4-7,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
99,Smuggler,Wizard,1,,5,13,10,16,13,16,8,12,Athletics|Arcana|Insight|Perception|Deception,Dagger,Int,Elf,Mage Hand*0,Dagger,1-3,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
100,Custom,Wizard|Druid,3,,18,11,13,13,13,17,17,8,Arcana|Nature|Religion|Insight|Survival|Deception,Quarterstaff,Int,Tiefling,,Quarterstaff,1-3,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
101,Fisher,Monk,3,,24,13,18,14,15,14,11,10,Athletics|History|Nature|Insight|Survival,Handaxe|Dart|Unarmed Strike,Int,Warforged,,Handaxe|Dart|Unarmed Strike,1-3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
102,Mercenary Veteran,Ranger|Rogue,3,,34,13,12,16,13,12,14,13,Athletics|Stealth|Investigation|Perception|Survival|Deception|Persuasion,Shortsword|Longbow,Wis,Elf,,Shortsword|Longbow,1-3,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1
103,Athlete,Monk,3,Skill Expert,21,16,10,16,13,8,16,12,Athletics|Acrobatics|Stealth|Insight|Perception,Shortsword|Dart|Unarmed strike,Int,Human,,Shortsword|Dart|Unarmed Strike,1-3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
104,Haunted One,Fighter,5,Dual Wielder|Telepathic,49,17,18,16,16,16,10,10,Athletics|Investigation|Religion|Insight|Intimidation,"Crossbow, light",Int,Human,*,"Crossbow, Light",4-7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
105,Noble,Bard|Cleric,3,Magic Initiate,25,18,8,14,12,10,14,16,Sleight of Hand|Arcana|History|Perception|Deception|Persuasion,"Dagger|Rapier|Crossbow, hand",Cha,Human,Mage Hand*0|Vicious Mockery*0|Guidance*0|Sacred Flame*0|Mending*0|Dissonant Whispers*1|Cure Wounds*1|Feather Fall*1|Heroism*1|Charm Person*1|Detect Magic*1|Find Familiar*1|Healing Word*1|Faerie Fire*1|Bless*1,"Dagger|Rapier|Crossbow, hand",1-3,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,15,1
106,Haunted One,Fighter,5,Dual Wielder|Telepathic,49,17,18,16,16,16,10,10,Athletics|Investigation|Religion|Insight|Intimidation,"Crossbow, light",Int,Human,*,"Crossbow, Light",4-7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
107,Cloistered Scholar,Druid,4,,32,16,14,16,18,14,16,10,Arcana|History|Medicine|Survival,Quarterstaff,Wis,Warforged,Guidance*0|Shillelagh*0|Frostbite*0|Produce Flame*0|Guiding Bolt*1|Cure Wounds*1,Quarterstaff,4-7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,0
108,Investigator,Rogue,1,,10,14,8,16,15,13,10,13,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,Int,,,Rapier|Shortbow|Dagger,1-3,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
109,Outlander,Ranger,3,,21,14,8,17,12,9,16,12,Athletics|Stealth|Nature|Insight|Perception|Survival,Spear|Handaxe|Longbow,Wis,Elf,,Spear|Handaxe|Longbow,1-3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
110,Fisher,Fighter,3,,31,16,17,16,13,9,9,10,Acrobatics|Stealth|History|Animal Handling|Survival,"Maul|Crossbow, light",Int,Bugbear,,"Maul|Crossbow, Light",1-3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
111,Folk Hero,Druid|Cleric,6,,45,13,15,8,14,10,17,10,Animal Handling|Medicine|Perception|Survival,,Wis,Firbolg,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2,,4-7,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1
112,Acolyte,Cleric,5,Tough,40,16,14,10,14,10,18,9,History|Religion|Insight|Medicine|Persuasion,"Mace|Crossbow, light",Wis,Human,Light*0|Mending*0|Sacred Flame*0|Guidance*0|Bless*1|Cure Wounds*1|Shield of Faith*1|Bane*1|Detect Magic*1|Healing Word*1|Lesser Restoration*2|Spiritual Weapon*2|Aid*2|Hold Person*2|Beacon of Hope*3|Revivify*3|Dispel Magic*3|Daylight*3|Spirit Guardians*3,"Mace|Crossbow, Light",4-7,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,19,0
113,Acolyte,Cleric,5,Tough,40,16,14,10,14,10,18,9,History|Religion|Insight|Medicine|Persuasion,"Mace|Crossbow, light",Wis,Human,Light*0|Mending*0|Sacred Flame*0|Bless*1|Cure Wounds*1|Shield of Faith*1|Bane*1|Detect Magic*1|Healing Word*1|Lesser Restoration*2|Spiritual Weapon*2|Aid*2|Hold Person*2|Beacon of Hope*3|Revivify*3|Dispel Magic*3|Daylight*3|Spirit Guardians*3,"Mace|Crossbow, Light",4-7,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,18,0
114,Sage,Wizard,5,Fey Touched|Shadow Touched,37,11,8,13,16,18,10,10,Arcana|History|Investigation|Insight|Perception,Quarterstaff,Int,Human,Fire Bolt*0|Mage Hand*0|Minor Illusion*0|Shocking Grasp*0|Mage Armor*1|Magic Missile*1|Shield*1|Sleep*1|Identify*1|Detect Magic*1|Grease*1|Tasha's Hideous Laughter*1|Find Familiar*1|Silent Image*1|Levitate*2|Web*2|Misty Step*2|Invisibility*2|Hold Person*2|Scorching Ray*2|Fireball*3|Haste*3,Quarterstaff,4-7,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,22,0
115,Urchin,Warlock,5,Polearm Master,38,16,8,14,15,10,10,18,Sleight of Hand|Stealth|Perception,Dagger|Dagger|Glaive|Glaive- PAM,Cha,Human,Eldritch Blast*0|Minor Illusion*0|Hex*1|Shield*1|Hellish Rebuke*1|Hold Person*2|Shatter*2,Dagger|Dagger|Glaive|Glaive,4-7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,7,0
116,Soldier,Fighter,5,Alert,49,19,18,13,16,10,10,8,Athletics|Acrobatics|Perception|Survival|Intimidation,"Longsword|Crossbow, light",Int,Human,,"Longsword|Crossbow, Light",4-7,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
117,Urchin,Monk,5,Alert,38,17,8,18,14,8,16,10,Athletics|Acrobatics|Sleight of Hand|Stealth|Insight,Quarterstaff|Dart|Unarmed strike,Int,Human,,Quarterstaff|Dart|Unarmed Strike,4-7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0
118,Soldier,Fighter,5,Sharpshooter,49,16,8,18,16,14,9,9,Athletics|Acrobatics|Arcana|Perception|Intimidation,Battleaxe|Longbow|Handaxe,Int,Human,Minor Illusion*0|Mending*0|Shield*1|Absorb Elements*1|Thunderwave*1|Burning Hands*1,Battleaxe|Longbow|Handaxe,4-7,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,6,0
119,Soldier,Barbarian,5,Great Weapon Master,55,14,18,13,16,10,10,8,Athletics|Stealth|Nature|Perception|Survival|Intimidation,Greatsword|Handaxe|Javelin,Int,Human,,Greatsword|Handaxe|Javelin,4-7,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
120,Clan Crafter,Artificer|Wizard,6,,49,15,8,14,16,18,10,10,Arcana|History|Investigation|Insight|Performance,Light hammer|Longsword|Pistol,Int,Simic hybrid,Mending*0|Booming Blade*0|Green-Flame Blade*0|Prestidigitation*0|Sword Burst*0|Eldritch Blast*0|Heroism*1|Shield*1|Absorb Elements*1|Mage Armor*1|Feather Fall*1|Detect Magic*1|Find Familiar*1|Comprehend Languages*1|Tasha's Hideous Laughter*1|Tenser's Floating Disk*1|Cure Wounds*1|Lesser Restoration*2|Invisibility*2|Heat Metal*2|Rope Trick*2|Enhance Ability*2,Light hammer|Longsword|,4-7,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22,1
121,Soldier,Cleric,6,,60,16,18,10,17,10,18,11,Athletics|Religion|Insight|Intimidation,Warhammer,Wis,Human,Resistance*0|Light*0|Sacred Flame*0|Guidance*0|Divine Favor*1|Shield of Faith*1|Inflict Wounds*1|Cure Wounds*1|Bane*1|Bless*1|Magic Weapon*2|Spiritual Weapon*2|Silence*2|Hold Person*2|Enhance Ability*2|Crusader's Mantle*3|Spirit Guardians*3|Dispel Magic*3|Feign Death*3|Mass Healing Word*3,Warhammer,4-7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,20,0
122,Soldier,Cleric,6,,60,16,18,10,17,10,18,11,Athletics|Religion|Insight|Intimidation,Warhammer,Wis,Human,Resistance*0|Light*0|Sacred Flame*0|Guidance*0|Divine Favor*1|Shield of Faith*1|Inflict Wounds*1|Cure Wounds*1|Bane*1|Bless*1|Magic Weapon*2|Spiritual Weapon*2|Silence*2|Hold Person*2|Enhance Ability*2|Crusader's Mantle*3|Spirit Guardians*3|Dispel Magic*3|Feign Death*3|Mass Healing Word*3,Warhammer,4-7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,20,0
123,Barbarian Tribe Member,Barbarian|Bard,6,,63,15,19,14,17,12,10,14,Athletics|Acrobatics|Stealth|Nature|Perception|Survival|Intimidation,Warhammer|Handaxe|Javelin,Int,Bugbear,,Warhammer|Handaxe|Javelin,4-7,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
124,Barbarian Tribe Member,Barbarian|Bard,6,Grappler,55,13,16,12,14,10,9,14,Athletics|Acrobatics|Stealth|Animal Handling|Perception|Survival|Intimidation,Warhammer|Handaxe|Javelin,Int,Bugbear,,Warhammer|Handaxe|Javelin,4-7,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1
125,Barbarian Tribe Member,Bard|Barbarian,6,,51,14,16,12,14,10,9,14,Athletics|Acrobatics|Stealth|Investigation|Survival|Deception|Intimidation,Longsword|Dagger,Cha,Bugbear,,Longsword|Dagger,4-7,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1
126,Sailor,Druid,3,,29,15,12,15,15,15,18,13,Athletics|Nature|Animal Handling|Perception,Club,Wis,Halfling,Druidcraft*0|Shillelagh*0|Guidance*0|Cure Wounds*1|Healing Word*1|Goodberry*1|Speak with Animals*1|Create or Destroy Water*1|Guiding Bolt*1,Club,1-3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0
127,Smuggler,Artificer,1,,11,12,12,8,17,15,12,7,Athletics|Sleight of Hand|Arcana|Deception,"Shortbow|Sickle|Crossbow, light",Int,Tiefling,,"Shortbow|Sickle|Crossbow, Light",1-3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
128,Hermit,Sorcerer,3,,7,13,12,16,16,12,13,17,Religion|Insight|Medicine|Perception|Deception,Dagger|Dagger,Cha,Eladrin,,Dagger|Dagger,1-3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
129,Barbarian Tribe Member,Barbarian,3,,43,17,19,17,19,12,13,14,Athletics|Nature|Animal Handling|Survival|Intimidation,Greataxe|Handaxe|Javelin,Int,Human,,Greataxe|Handaxe|Javelin,1-3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
130,Clan Crafter,Artificer,6,,51,17,19,14,16,18,12,8,Athletics|Arcana|History|Investigation|Insight,Light hammer|Pistol*|Greatsword,Int,Simic hybrid,Mending*0|Sword Burst*0|Heroism*1|Shield*1|Feather Fall*1|Cure Wounds*1|Absorb Elements*1|*|Detect Magic*1|Branding Smite*2|Warding Bond*2|Lesser Restoration*2|Enhance Ability*2|Rope Trick*2,Light hammer||Greatsword,4-7,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,0
131,Far Traveler,Barbarian,3,,32,19,17,15,15,8,9,8,Athletics|Nature|Insight|Perception|Survival|Intimidation,Greataxe|Javelin,Int,Turtle,,Greataxe|Javelin,1-3,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
132,Sage,Cleric,1,,10,12,10,9,12,10,17,14,Arcana|History|Insight|Persuasion,Mace,Wis,Dwarf,Bless*1|Cure Wounds*1,Mace,1-3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
